Owner,n_plants,total_capacity_ttpa,mean_capacity_ttpa,max_capacity_ttpa,n_countries,n_regions,mean_plant_age,mean_nearest_exposure_usd,mean_local_exposure_usd,max_local_exposure_usd,capacity_weighted_exposure_usd,countries,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,largest_plant_ttpa,rep_lat,rep_lon,rep_source
Huainan Hongtai Steel Limited Liability Co,1,500.0,500.0,500.0,1,1,25.0,4888696838.2685,65476653284.12364,65476653284.12364,65476653284.12364,China,32.619248,116.90586900000001,Huainan Hongtai Iron and Steel Co Ltd,32.619248,116.905869,500.0,32.619248,116.905869,largest plant
Shri Bajrang Power and Ispat Ltd,1,500.0,500.0,500.0,1,1,13.0,450845929.98527956,12620353691.908892,12620353691.908892,12620353691.908892,India,21.48619,81.771697,Shri Bajrang Power & Ispat Tilda steel plant,21.48619,81.771697,500.0,21.48619,81.771697,largest plant
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,1,500.0,500.0,500.0,1,1,27.0,283759824.5657374,4080472207.121709,4080472207.121709,4080472207.121709,China,26.961516,119.654272,Fujian Fuhua New Materials Group Co Ltd,26.961516,119.654272,500.0,26.961516,119.654272,largest plant
Anhui Jin'an Stainless Steel Foundry Co Ltd,1,500.0,500.0,500.0,1,1,4.0,413630926.1177371,1767423389.3448305,1767423389.3448305,1767423389.3448305,China,31.763956000000004,115.924372,Anhui Jin an Stainless Steel Casting Co Ltd,31.763956,115.924372,500.0,31.763956,115.924372,largest plant
Linyi Meide Gengchen Metal Materials Co Ltd,1,500.0,500.0,500.0,1,1,8.55,374021532.01611346,9366600636.822313,9366600636.822313,9366600636.822313,China,35.188667,119.08704800000001,Linyi Meide Gengchen Metal Materials Co Ltd,35.188667,119.087048,500.0,35.188667,119.087048,largest plant
Kishiwada Steel Co Ltd,1,500.0,500.0,500.0,1,1,69.22,38442254742.5372,1130483222701.9727,1130483222701.9727,1130483222701.9727,Japan,34.477479,135.353918,Kishiwada Steel Osaka steel plant,34.477479,135.353918,500.0,34.477479,135.353918,largest plant
Ningbo Haoyang New MATERIALS Techonology Co Ltd,1,500.0,500.0,500.0,1,1,6.39,4420088191.603954,107505435767.9408,107505435767.9408,107505435767.9408,China,30.267113,121.052503,Ningbo Haoyang New Materials Techonology Co Ltd,30.267113,121.052503,500.0,30.267113,121.052503,largest plant
Guizhou Hexing Metal Products Co Ltd,1,500.0,500.0,500.0,1,1,14.0,30310794.301979743,3455499460.19621,3455499460.19621,3455499460.19621,China,26.509525,107.570458,Guizhou Hexing Steel Co Ltd,26.509525,107.570458,500.0,26.509525,107.570458,largest plant
Guangdong Zhanhong Steel Plant,1,500.0,500.0,500.0,1,1,23.0,33770610.58382256,3399610467.613826,3399610467.613826,3399610467.613826,China,23.037858,114.97059300000001,Guangdong Zhanhong Steel Plant,23.037858,114.970593,500.0,23.037858,114.970593,largest plant
Guangdong Yueshao Iron & Steel Co Ltd,1,500.0,500.0,500.0,1,1,12.48,2904267538.2436757,29193323470.92022,29193323470.92022,29193323470.92022,China,24.688355,113.657408,Guangdong Yueshao Iron & Steel Co Ltd,24.688355,113.657408,500.0,24.688355,113.657408,largest plant
Adhunik Metaliks Ltd,1,500.0,500.0,500.0,1,1,22.81,721177173.7528095,9523780056.89265,9523780056.89265,9523780056.89265,India,22.308371,84.763584,Adhunik Metaliks Kuanrmunda steel plant,22.308371,84.763584,500.0,22.308371,84.763584,largest plant
Qinyang Hongda Iron & Steel Co Ltd,1,500.0,500.0,500.0,1,1,23.0,514258504.00895184,18519740255.656933,18519740255.656933,18519740255.656933,China,35.184849,112.902248,Qinyang Hongda Iron & Steel Co Ltd,35.184849,112.902248,500.0,35.184849,112.902248,largest plant
YunNan Province Tiangao Nickel Alloy Co Ltd,1,500.0,500.0,500.0,1,1,16.16,229330969.90024498,1500009317.3442175,1500009317.3442175,1500009317.3442175,China,24.80128,104.063455,Yunnan Tiangao Nickel Alloy Co Ltd,24.80128,104.063455,500.0,24.80128,104.063455,largest plant
Guangdong Fogang Jincheng Metal Products Co Ltd,1,500.0,500.0,500.0,1,1,21.98,92889374.35438424,12746624223.972597,12746624223.972597,12746624223.972597,China,23.741965000000004,113.502168,Guangdong Fogang Jincheng Metal Products Co Ltd,23.741965,113.502168,500.0,23.741965,113.502168,largest plant
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",1,500.0,500.0,500.0,1,1,14.24,60598213.36689451,4215686167.3568387,4215686167.3568387,4215686167.3568387,China,31.0494162,119.5296269,Anhui Lixin Special Steel Co Ltd,31.0494162,119.5296269,500.0,31.0494162,119.5296269,largest plant
Rashmi Metaliks Ltd,2,498.0,498.0,498.0,1,1,22.0,2729308041.8371925,36894824742.62578,59632840138.32006,14156809346.931492,India,23.03354089803066,87.18738072306445,Rashmi Metaliks Kharagpur steel plant,22.360664,87.295932,498.0,22.360664,87.295932,largest plant
Qianxinan Prefecture Juxin Industry & Trade General Co,1,490.0,490.0,490.0,1,1,33.0,259782939.28469855,12506479309.22539,12506479309.22539,12506479309.22539,China,25.150857,105.041722,Guizhou Juxin Iron and Steel Group Co Ltd,25.150857,105.041722,490.0,25.150857,105.041722,largest plant
Mukand Sumi Special Steel Ltd,1,450.0,450.0,450.0,1,1,4.55,208281204.80950305,2855801307.390391,2855801307.390391,2855801307.3903904,India,15.328975999999997,76.258613,Mukand Sumi Special Steel Hospet steel plant,15.328976,76.258613,450.0,15.328976,76.258613,largest plant
Shyam Steel Industries Ltd,1,420.0,420.0,420.0,1,1,2.0,363171012.67553264,43308663375.96126,43308663375.96126,43308663375.96125,India,23.590211999999998,86.724603,Shyam Steel Raghunathpur steel plant,23.590212,86.724603,420.0,23.590212,86.724603,largest plant
Xinjiang Xin'an Special Steel Co Ltd,1,400.0,400.0,400.0,1,1,14.3,2447855.543441533,739642083.1246699,739642083.1246699,739642083.1246699,China,44.29029899999999,86.595826,Xinjiang Xinan Special Steel Co Ltd,44.290299,86.595826,400.0,44.290299,86.595826,largest plant
MSP Steel & Power Ltd,1,385.0,385.0,385.0,1,1,24.0,122199505.11316605,2274197610.781958,2274197610.781958,2274197610.781958,India,21.876729999999995,83.554495,MSP Steel & Power Raigarh plant,21.87673,83.554495,385.0,21.87673,83.554495,largest plant
Action Ispat and Power Pvt Ltd,1,375.0,375.0,375.0,1,1,,645075019.3542067,6421397393.391681,6421397393.391681,6421397393.391681,India,21.839759,83.982227,Action Ispat and Power Jharsuguda steel plant,21.839759,83.982227,375.0,21.839759,83.982227,largest plant
NR Ispat and Power Pvt Ltd,1,297.0,297.0,297.0,1,1,18.0,155299189.2988411,3861128082.648712,3861128082.648712,3861128082.648712,India,22.013086000000005,83.330372,N R Ispat and Power Raigarh steel plant,22.013086,83.330372,297.0,22.013086,83.330372,largest plant
Jai Balaji Industries Ltd,2,295.0,147.5,295.0,1,1,17.0,675745315.8269312,15079909300.596624,15432771688.12521,15432771688.125208,India,23.485257238791867,87.3608413568241,Jai Balaji Durgapur Unit IV steel plant,23.483075,87.352189,295.0,23.483075,87.352189,largest plant
Welspun Corp Ltd,1,288.0,288.0,288.0,1,1,22.0,786684238.6823866,5161848237.772778,5161848237.772778,5161848237.772778,India,23.112780999999995,70.08668850000001,Welspun Metallics Anjar Steel plant,23.112781,70.0866885,288.0,23.112781,70.0866885,largest plant
Chongqing Yuxi Iron & Steel (Group) Co Ltd,1,260.0,260.0,260.0,1,1,25.97,157576554.0679347,16288009217.619118,16288009217.619118,16288009217.619118,China,29.488759,105.862658,Chongqing Yuxi Iron & Steel (Group) Co Ltd,29.488759,105.862658,260.0,29.488759,105.862658,largest plant
Linzhou Hexin Foundry Co Ltd,1,240.0,240.0,240.0,1,1,20.47,1250100343.4634068,11509731857.480474,11509731857.480474,11509731857.480474,China,36.11274199999999,113.861135,Linzhou Hexin Foundry Co Ltd,36.112742,113.861135,240.0,36.112742,113.861135,largest plant
Captain Steel India Ltd,2,208.0,208.0,208.0,1,1,2.0,1860795451.2235923,30245863541.44293,57609016229.041954,57609016229.041954,India,23.319209856582475,87.09135217340092,Captain Steel Debipur steel plant,23.782149607591688,86.83591234561024,208.0,23.782149607591688,86.83591234561024,largest plant
Shyam Steel Manufacturing Ltd,1,126.0,126.0,126.0,1,1,,675556161.7232339,41512101570.62888,41512101570.62888,41512101570.62888,India,23.564157,87.089552,Shyam Steel Mejia steel plant,23.564157,87.089552,126.0,23.564157,87.089552,largest plant
Yazdani Steel and Power Ltd,1,110.0,110.0,110.0,1,1,23.0,864289310.3874147,7776768014.566373,7776768014.566373,7776768014.566373,India,20.928284999999995,86.036604,Yazdani Steel and Power Kalinganagar steel plant,20.928285,86.036604,110.0,20.928285,86.036604,largest plant
Orissa Sponge Iron and Steel Ltd,1,101.0,101.0,101.0,1,1,31.0,55597769.29395994,1302955103.9932196,1302955103.9932196,1302955103.9932196,India,21.801994,85.56751,Orissa Sponge Iron and Steel plant,21.801994,85.56751,101.0,21.801994,85.56751,largest plant
Nilachal Iron & Power Ltd,1,99.0,99.0,99.0,1,1,24.0,631216996.6196955,14655088141.728556,14655088141.728556,14655088141.728556,India,22.874862999999994,86.063646,Nilachal Iron & Power Gamharia steel plant,22.874863,86.063646,99.0,22.874863,86.063646,largest plant
Crest Steel and Power Pvt Ltd,1,96.0,96.0,96.0,1,1,21.13,1306781871.7744355,17090493954.363253,17090493954.363253,17090493954.363253,India,21.190313,81.19922,Crest Steel and Power Mangatta steel plant,21.190313,81.19922,96.0,21.190313,81.19922,largest plant
Jai Balaji Jyoti Steels Ltd,1,92.0,92.0,92.0,1,1,23.0,94945328.67570616,8894481787.265089,8894481787.265089,8894481787.265089,India,22.085338,84.86184,Jai Balaji Jyoti Steels Sundargarh plant,22.085338,84.86184,92.0,22.085338,84.86184,largest plant
Handan Iron and Steel Group Co Ltd,1,0.0,,,1,1,64.91,34430628965.986046,127456840399.39049,127456840399.39049,,China,36.601308,114.439889,Handan Iron and Steel Group Co Ltd,36.601308,114.439889,,36.601308,114.439889,largest plant
Xuzhou TaiFa Special Steel Technology Co Ltd,1,0.0,,,1,1,16.0,279149401.67212856,94087654447.62613,94087654447.62613,,China,34.448514,117.27187599999999,Xuzhou Taifa Special Steel Group Co Ltd,34.448514,117.271876,,34.448514,117.271876,largest plant
Hebei Baoxin Iron and Steel Group Co Ltd,1,0.0,,,1,1,19.0,1340340843.3454995,30115898352.913723,30115898352.913723,,China,36.555205,114.10827300000001,Hebei Baoxin Iron and Steel Group Co Ltd,36.555205,114.108273,,36.555205,114.108273,largest plant
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,1,0.0,0.0,0.0,1,1,27.0,2791499561.2492723,22972835380.658302,22972835380.658302,,China,36.705105,114.105387,Hebei Longfengshan Casting Co Ltd,36.705105,114.105387,0.0,36.705105,114.105387,largest plant
Xuzhou Baofeng Special Steel Co Ltd,1,0.0,,,1,1,11.94,1369908468.9113462,121674889947.54335,121674889947.54335,,China,34.364872000000005,117.32263300000001,Xuzhou Baofeng Special Steel Co Ltd,34.364872,117.322633,,34.364872,117.322633,largest plant
Guangxi Liugang Zhongjin Stainless Steel Co Ltd,1,0.0,0.0,0.0,1,1,13.0,221366537.43015066,1530635759.3190029,1530635759.3190029,,China,21.67261,109.741866,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,21.67261,109.741866,0.0,21.67261,109.741866,largest plant
Xuanhua Iron and Steel Group Co Ltd,1,0.0,,,1,1,102.0,1534319950.0774214,22606855032.389935,22606855032.389935,,China,40.589591000000006,115.09088899999999,Xuanhua Iron and Steel Group Co Ltd,40.589591,115.090889,,40.589591,115.090889,largest plant
Xiwang METAL Science Technology Co Ltd,1,0.0,,,1,1,14.01,1079457394.0062003,43933464738.779526,43933464738.779526,,China,36.928208,117.69465400000001,Xiwang Metal Science Technology Co Ltd,36.928208,117.694654,,36.928208,117.694654,largest plant
Hebei Guanfeng Metallurgical Industry Co Ltd,1,0.0,0.0,0.0,1,1,18.93,2791499561.2492723,23798191958.66988,23798191958.66988,,China,36.73422,114.111085,Hebei Guanfeng Metallurgical Industry Co Ltd,36.73422,114.111085,0.0,36.73422,114.111085,largest plant
Hebei Jingdong Pipe Industry Co Ltd,1,0.0,0.0,0.0,1,1,23.65,177055102.2953652,20955555398.84645,20955555398.84645,,China,39.932656,118.836844,Hebei Jingdong Pipe Industry Co Ltd,39.932656,118.836844,0.0,39.932656,118.836844,largest plant
Shijiazhuang Hongsen Melting & Casting Co Ltd,1,0.0,0.0,0.0,1,1,19.47,945492196.1136818,24891376304.058773,24891376304.058773,,China,38.021527,114.91695900000002,Shijiazhuang Hongsen Melting & Casting Co Ltd,38.021527,114.916959,0.0,38.021527,114.916959,largest plant
Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd,1,0.0,,,1,1,19.5,4568324809.945682,144001359518.67667,144001359518.67667,,China,39.803523999999996,118.205663,Hebei Tianzhu Iron and Steel Group Co Ltd Fengrun Plant,39.803524,118.205663,,39.803524,118.205663,largest plant
Hebei Wenfeng STEEL&IRON Co Ltd,1,0.0,,,1,1,20.0,1570133414.6514165,31558009494.65103,31558009494.65103,,China,36.64577,114.12425800000001,Hebei Wenfeng Iron and Steel Co Ltd,36.64577,114.124258,,36.64577,114.124258,largest plant
Inner Mongolia Wanzhou Special Steel Co Ltd,1,0.0,,,1,1,,13833901.491643237,146736951.6373876,146736951.6373876,,China,40.977329,110.02292400000002,Inner Mongolia Wanzhou Special Steel Co Ltd,40.977329,110.022924,,40.977329,110.022924,largest plant
Inner Mongolia Mingtuo Ferrite New Material Co Ltd,1,0.0,,,1,1,3.0,563557793.4713724,144019208660.51328,144019208660.51328,,China,40.597557,109.683202,Inner Mongolia Mingtuo Ferrite New Material Co Ltd,40.597557,109.683202,,40.597557,109.683202,largest plant
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd,1,0.0,,,1,1,,755333747.2342982,32032998550.44625,32032998550.44625,,China,43.696186,122.21943300000001,Hebei Bishi Inner Mongolia iron and steel plant,43.696186,122.219433,,43.696186,122.219433,largest plant
Xiangfen County XinJinShan Special Steel Co Ltd,1,0.0,,,1,1,23.06,517374334.2584018,35543973253.642296,35543973253.642296,,China,35.934831,111.49707,Xiangfen County Xinjinshan Special Steel Co Ltd,35.934831,111.49707,,35.934831,111.49707,largest plant
Xiangfen County Xingyuan Steel Group Co Ltd,1,0.0,,,1,1,20.2,643103075.7903618,19056212538.259308,19056212538.259308,,China,35.880324,111.387956,Xiangfen County Xingyuan Steel Group Co Ltd,35.880324,111.387956,,35.880324,111.387956,largest plant
Xindia Steels Ltd,1,0.0,,,1,1,,185356174.34875867,2889703798.4029384,2889703798.4029384,,India,15.293421,76.234947,Xindia Steels Koppal plant,15.293421,76.234947,,15.293421,76.234947,largest plant
Hubei Wucheng Iron and Steel Group Co Ltd,1,0.0,,,1,1,26.0,14250230836.869875,70133651025.46736,70133651025.46736,,China,30.341239,114.857744,Hubei Wucheng Iron and Steel Group Co Ltd,30.341239,114.857744,,30.341239,114.857744,largest plant
Huarui (Handan) Casting & Pipe Co Ltd,1,0.0,0.0,0.0,1,1,21.89,1340340843.3454995,30115898352.913723,30115898352.913723,,China,36.561049,114.102793,Huarui (Handan) Casting & Pipe Co Ltd,36.561049,114.102793,0.0,36.561049,114.102793,largest plant
Huangshi Xinxing Pipe Industry Co Ltd,1,0.0,0.0,0.0,1,1,17.64,4262753872.987659,65700134862.89568,65700134862.89568,,China,30.181392999999993,114.944879,"Huangshi Xinxing Pipe Industry Co., Ltd.",30.181393,114.944879,0.0,30.181393,114.944879,largest plant
Huangshi Xingang Heavy Industry Technology Co Ltd,1,0.0,,,1,1,2.0,69794425.23817413,10557078305.382196,10557078305.382196,,China,30.097108,115.28465200000001,Huangshi Xingang Heavy Industry Technology Co Ltd,30.097108,115.284652,,30.097108,115.284652,largest plant
Honghe Iron and Steel Co Ltd,1,0.0,,,1,1,17.92,1145833787.5269697,13576165467.68438,13576165467.68438,,China,23.470733000000003,103.272784,WISCO Group Kunming Steel Co Ltd Honghe Iron and Steel Company,23.470733,103.272784,,23.470733,103.272784,largest plant
Henan Changtai Stainless Steel Plate Co Ltd,1,0.0,,,1,1,14.0,3849360572.403314,29858396444.952557,29858396444.952557,,China,34.702951,112.955911,Henan Changtai Stainless Steel Plate Co Ltd,34.702951,112.955911,,34.702951,112.955911,largest plant
Xinjiang Kunyu Lron & Steel Co Ltd,1,0.0,,,1,1,14.72,499486217.0650745,11889550874.642717,11889550874.642717,,China,44.404189,84.966753,Xinjiang Kunyu Iron and Steel Co Ltd,44.404189,84.966753,,44.404189,84.966753,largest plant
Hebei Xinghua Iron and Steel Co Ltd,1,0.0,,,1,1,23.0,2791499561.2492723,23801981185.88884,23801981185.88884,,China,36.744936,114.11160200000002,Hebei Xinghua Iron and Steel Co Ltd,36.744936,114.111602,,36.744936,114.111602,largest plant
Fushun HANWANG Direct Reduced Iron Co Ltd,1,0.0,0.0,0.0,1,1,23.5,26636182.46122891,63997417266.03787,63997417266.03787,,China,41.670998,123.85142999999998,Fushun Hanking Direct Reduced Iron Co Ltd,41.670998,123.85143,0.0,41.670998,123.85143,largest plant
GuangDong Xinxing Ductile Iron Pipes Co Ltd,1,0.0,0.0,0.0,1,1,11.0,126961940.125218,3327734091.422327,3327734091.422327,,China,22.099140000000002,111.665479,GuangDong Xinxing Ductile Iron Pipes Co Ltd,22.09914,111.665479,0.0,22.09914,111.665479,largest plant
Yichang Fulong Iron & Steel Co Ltd,1,0.0,,,1,1,,3382709142.716387,40350607236.31745,40350607236.31745,,China,30.586332,111.398846,Yichang Fulong Iron and Steel Co Ltd,30.586332,111.398846,,30.586332,111.398846,largest plant
"Fugang METAL Manufacturing Co.ltd.,jilinjigang Steel Group",1,0.0,,,1,1,17.6,218005645.09942687,277790827277.3762,277790827277.3762,,China,44.022802,125.50562700000002,Jilin Steel Group Fugang Metal Manufacturing Co Ltd,44.022802,125.505627,,44.022802,125.505627,largest plant
Bhagyalaxmi Metals Pvt Ltd,1,0.0,,,1,1,,20100548.68457569,203318570.1716565,203318570.1716565,,India,20.088919,79.71792,Bhagyalaxmi Metals Mul steel plant,20.088919,79.71792,,20.088919,79.71792,largest plant
Anyang Huixin Special Steel Co Ltd,1,0.0,,,1,1,21.0,3691623504.775808,75964836221.13365,75964836221.13365,,China,36.152418,114.15839,Anyang Huixin Special Steel Co Ltd,36.152418,114.15839,,36.152418,114.15839,largest plant
Anyang Xinpu Steel Co Ltd,1,0.0,,,1,1,20.41,17037663839.757977,85188376036.4182,85188376036.4182,,China,36.163203,114.296223,Anyang Xinpu Steel Co Ltd,36.163203,114.296223,,36.163203,114.296223,largest plant
ArcelorMittal SA,1,0.0,,,1,1,,490816268.93993175,3857475973.8084636,3857475973.8084636,,India,15.139497999999996,76.918417,ArcelorMittal Bellary steel plant,15.139498,76.918417,,15.139498,76.918417,largest plant
Zibo Qilin Fushan Steel Co Ltd,1,0.0,,,1,1,18.33,5698841287.0221615,128050471588.71373,128050471588.71373,,China,36.887998,118.145416,Zibo Qilin Fushan Iron and Steel Co Ltd,36.887998,118.145416,,36.887998,118.145416,largest plant
Atibir Industries Co Ltd,1,0.0,0.0,0.0,1,1,17.0,510655890.86209947,4888810191.26004,4888810191.26004,,India,24.145239000000004,86.334999,Atibir Industries Bhorandiha steel plant,24.145239,86.334999,0.0,24.145239,86.334999,largest plant
BPA Metallics Pvt Ltd,1,0.0,,,1,1,,400367384.08294696,3990742828.780345,3990742828.780345,,India,21.926992999999996,83.374089,BPA Metallics Raigarh steel plant,21.926993,83.374089,,21.926993,83.374089,largest plant
Baldota Steel and Power Ltd,1,0.0,,,1,1,0.0,185356174.34875867,2334801913.519275,2334801913.519275,,India,15.332615999999998,76.206778,Baldota Koppal steel plant,15.332616,76.206778,,15.332616,76.206778,largest plant
Baosteel Special Metals Co Ltd,1,0.0,,,1,1,65.41,72345769161.90762,1589864409486.6626,1589864409486.6626,,China,31.379421999999998,121.484652,Baosteel Special Steel Co Ltd,31.379422,121.484652,,31.379422,121.484652,largest plant
Zhengzhou YONGTONG SPECIAL Steel Co Ltd,1,0.0,,,1,1,29.0,349309237.1561481,28438371237.697952,28438371237.697952,,China,34.64442999999999,112.937985,Zhengzhou Yongtong Special Steel Co Ltd,34.64443,112.937985,,34.64443,112.937985,largest plant
Baotou Baoxin Special Steel Co Ltd,1,0.0,,,1,1,17.39,883833.8895358075,14152901.698757257,14152901.698757257,,China,41.36292499999999,110.988771,Baotou Baoxin Special Steel Co Ltd,41.362925,110.988771,,41.362925,110.988771,largest plant
Baotou DA AN IRON&STEEL Co Ltd,2,0.0,,,1,1,22.81,8439898530.62294,148195927316.458,158554057260.1627,,China,40.68874740166284,109.75996858359335,Baotou Da'an Iron and Steel Co Ltd Kundulun District,40.715119,109.821653,,40.715119,109.821653,largest plant
Baotou Deshun Spec. Steel Co Ltd,1,0.0,,,1,1,18.9,1018690.4685914837,59390733.91234676,59390733.91234676,,China,40.9019,110.336253,Baotou Deshun Special Steel Co Ltd,40.9019,110.336253,,40.9019,110.336253,largest plant
Baotou Jiyu Steel Co Ltd,1,0.0,,,1,1,21.79,563557793.4713724,137837797372.7533,137837797372.7533,,China,40.662343,109.696243,Inner Mongolia Baotou Jiyu Iron and Steel Co Ltd Hondlon District,40.662343,109.696243,,40.662343,109.696243,largest plant
Yuxi Xinxing Iron & Steel Co Ltd,1,0.0,,,1,1,22.06,204193710.09956524,20694712598.90511,20694712598.90511,,China,24.249023999999995,102.521747,WISCO Group Kunming Steel Co Ltd Yuxi Xinxing Steel Company,24.249024,102.521747,,24.249024,102.521747,largest plant
Fangchenggang Jinxi Steel Technology Co Ltd,1,0.0,,,1,1,,954514098.9683073,2871373789.8433514,2871373789.8433514,,China,21.646525,108.369582,Fangchenggang Jinxi Steel Technology Co Ltd,21.646525,108.369582,,21.646525,108.369582,largest plant
Yuxi Iron and Steel Group Zhenfei Iron and Steel Co Ltd,1,0.0,,,1,1,6.46,106654789.90736285,4794889713.000853,4794889713.000853,,China,24.074756000000004,102.76598300000002,Yuxi Iron and Steel Group Zhenfei Iron and Steel Co Ltd,24.074756,102.765983,,24.074756,102.765983,largest plant
Bhushan Power & Steel Ltd,1,0.0,,,1,1,,113645399.55906004,1526996514.3658981,1526996514.3658981,,India,22.665526,85.64622,JSW BPSL Jharkhand steel plant,22.665526,85.64622,,22.665526,85.64622,largest plant
Changli Xingguo Precision Machinery Co Ltd,1,0.0,0.0,0.0,1,1,30.47,853581286.6142415,16624354555.063276,16624354555.063276,,China,39.704921,118.897417,Changli Xingguo Precision Machinery Co Ltd,39.704921,118.897417,0.0,39.704921,118.897417,largest plant
Yunnan Qujing Shuangyou Iron and Steel Co Ltd,1,0.0,0.0,0.0,1,1,14.0,7472321818.171346,22671464730.300274,22671464730.300274,,China,25.542180000000002,103.781041,Yunnan Qujing Shuangyou Iron and Steel Co Ltd,25.54218,103.781041,0.0,25.54218,103.781041,largest plant
Yunnan Qujing Iron and Steel Group Yanggang Iron and Steel Co Ltd,1,0.0,,,1,1,4.89,135064897.5047968,11143526487.144861,11143526487.144861,,China,25.308777,103.87639100000001,Yunnan Qujing Iron and Steel Group Yanggang Iron and Steel Co Ltd,25.308777,103.876391,,25.308777,103.876391,largest plant
Chengde Shengfeng Iron & Steel Co Ltd,1,0.0,,,1,1,17.0,714450516.0938448,1818916926.0753732,1818916926.0753732,,China,40.62246599999999,118.490845,Chengde Shengfeng Iron and Steel Co Ltd,40.622466,118.490845,,40.622466,118.490845,largest plant
Chengde Zhaofeng Steel Group Co Ltd,1,0.0,,,1,1,19.0,25938154.368309747,1836970558.2158616,1836970558.2158616,,China,40.593875,118.633334,Chengde Zhaofeng Steel Group Co Ltd,40.593875,118.633334,,40.593875,118.633334,largest plant
Yunnan Qujing Iron & Steel Group Yue Steel Iron & Steel Co Ltd,1,0.0,,,1,1,56.0,135064897.5047968,11173900847.72073,11173900847.72073,,China,25.304544,103.889418,Yunnan Qujing Iron & Steel Group Yue Steel Iron & Steel Co Ltd,25.304544,103.889418,,25.304544,103.889418,largest plant
Chongli Steel Manufacturing Co Ltd,1,0.0,,,1,1,14.0,475205331.7791578,5172621413.115469,5172621413.115469,,China,36.602468,113.755744,Chongli Steel Manufacturing Co Ltd,36.602468,113.755744,,36.602468,113.755744,largest plant
Yunnan Jingye Steel Co,1,0.0,,,1,1,2.5,59127258.8221577,9862079770.101097,9862079770.101097,,China,25.023852000000005,102.31208600000001,Yunnan Jingye Steel Co Ltd,25.023852,102.312086,,25.023852,102.312086,largest plant
Electrosteel Castings Ltd,1,0.0,0.0,0.0,1,1,32.0,142335900.08133274,3124759745.7270765,3124759745.7270765,,India,13.717188000000002,79.630588,Electrosteel Castings Srikalahasthi steel plant,13.717188,79.630588,0.0,13.717188,79.630588,largest plant
Ezhou Hongtai Steel Co Ltd,1,0.0,,,1,1,22.75,1723280956.9704273,50338083287.13734,50338083287.13734,,China,30.532352000000003,114.747597,Ezhou Hongtai Steel Co Ltd,30.532352,114.747597,,30.532352,114.747597,largest plant
JSW Bengal Steel Ltd,1,0.0,,,1,1,,178521520.3246137,8357910791.628129,8357910791.628129,,India,22.575726,87.310258,JSW Bengal Steel Salboni plant,22.575726,87.310258,,22.575726,87.310258,largest plant
Wuxi Xinsanzhou Special Steel Co Ltd,1,0.0,,,1,1,39.84,11935089663.247892,449267726416.3338,449267726416.3338,,China,31.681005,120.25178500000001,Wuxi Xinsanzhou Steel Co Ltd,31.681005,120.251785,,31.681005,120.251785,largest plant
JSW Rayalaseema Steel Limited,1,0.0,,,1,1,,45263087.15252942,1926752078.1611147,1926752078.1611147,,India,14.76855,78.403263,JSW Rayalseema steel plant,14.76855,78.403263,,14.76855,78.403263,largest plant
JSW Green Steel Ltd,1,0.0,0.0,0.0,1,1,33.0,5087801.004416001,1167834911.040693,1167834911.040693,,India,18.530853,72.947091,JSW Green Steel Salav plant,18.530853,72.947091,0.0,18.530853,72.947091,largest plant
JSW Jharkhand Steel Ltd,1,0.0,,,1,1,0.0,22085261.29316944,803772418.7710881,803772418.7710881,,India,23.188108,85.715097,JSW Steel Jharkhand steel plant,23.188108,85.715097,,23.188108,85.715097,largest plant
Luannan Huarui Steel Co Ltd,1,0.0,,,1,1,19.0,1572778754.3996863,14073015226.408812,14073015226.408812,,China,39.51832999999999,118.715766,Hebei Huaxi Iron and Steel Co Ltd,39.51833,118.715766,,39.51833,118.715766,largest plant
Tangshan Stainless Steel Co Ltd,2,0.0,,,1,1,23.0,1009690044.964777,28437464402.551094,51454468576.98137,,China,39.44559952955509,118.44862959395766,Tangshan Stainless Steel Co Ltd,39.160401,118.429806,,39.160401,118.429806,largest plant
Luoyang Luogang Group of Steel and Iron Co Ltd,1,0.0,,,1,1,19.0,898607349.1565193,105116210861.16835,105116210861.16835,,China,34.798477,112.580505,Luoyang Luogang Group of Steel and Iron Co Ltd,34.798477,112.580505,,34.798477,112.580505,largest plant
Mintal Group Co Ltd,1,0.0,,,1,1,,38453234.3149022,168370018.92432028,168370018.92432028,,China,41.7915,109.865367,Mintal Group DRI plant,41.7915,109.865367,,41.7915,109.865367,largest plant
Tangshan Jinma Iron & Steel Group Co Ltd,1,0.0,,,1,1,12.0,1872854078.2187674,91786528578.4662,91786528578.4662,,China,39.700499,118.45677500000001,Tangshan Jinma Steel Group Co Ltd,39.700499,118.456775,,39.700499,118.456775,largest plant
Tangshan Jianlong Steel SPECIAL Steel Co Ltd,1,0.0,,,1,1,20.0,3405149508.8777,6696341161.225805,6696341161.225805,,China,40.16768600000001,117.964004,Tangshan Jianlong Special Steel Co Ltd,40.167686,117.964004,,40.167686,117.964004,largest plant
