GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,iso3,Latitude,Longitude,Plant age (years),capacity_ttpa,n_operating_units,Main production equipment,litpop_value_usd,litpop_sum_25km_usd,litpop_ncells_25km,litpop_cell_lat,litpop_cell_lon,match_distance_km
P100001062093,Kapila Metals Jalna steel plant,Kapila Metals Pvt Ltd,Kapila Metals Pvt Ltd [100.0%],India,Asia Pacific,IND,19.874223,75.817553,,,0,DRI; IF,100155279.26306468,2235353301.806718,24,19.875,75.79166667,2.70836825277942
P100001045284,KIC Metaliks Durgapur steel plant,KIC Metaliks Ltd,KIC Metaliks Ltd [100.0%],India,Asia Pacific,IND,23.507539,87.277914,28.05,0.0,1,BF; DRI; EAF; IF,1554639245.0040002,19864497189.311275,26,23.54166667,87.29166667,4.045578370267705
P100000121199,Kishiwada Steel Osaka steel plant,Kishiwada Steel Co Ltd,Kishiwada Steel Co Ltd [100.0%],Japan,Asia Pacific,JPN,34.477479,135.353918,69.22,500.0,1,EAF,38442254742.5372,1130483222701.9727,16,34.45833333,135.375,2.8753182646636364
P100000120655,Kobe Kakogawa Works steel plant,Kobe Steel Ltd,Kobe Steel Ltd [100.0%],Japan,Asia Pacific,JPN,34.720268,134.826275,56.0,6591.0,2,BF; BOF; DRI; EAF,25378988214.594116,254696791275.57455,14,34.70833333,134.875,4.647106376570988
P100000120656,Kobe Wire Rod and Bar steel plant,Kobe Steel Ltd,Kobe Steel Ltd [100.0%],Japan,Asia Pacific,JPN,34.703624,135.247207,58.0,,0,BF; BOF,42784622428.44381,1432850429467.6409,17,34.70833333,135.20833333,3.591887121036102
P100000120680,Kyoei Steel Hirakata Division (Osaka),Kyoei Steel Ltd,Kyoei Steel Ltd [100.0%],Japan,Asia Pacific,JPN,34.816321,135.677444,64.0,805.0,1,EAF,84281749601.77412,2648118423890.36,27,34.79166667,135.70833333,3.9331384984637285
P100000120682,Kyoei Steel Nagoya Division (Tokai),Kyoei Steel Ltd,Kyoei Steel Ltd [100.0%],Japan,Asia Pacific,JPN,35.065055,136.815384,42.0,1265.0,1,EAF,11644793117.559832,1379036594402.02,21,35.04166667,136.79166667,3.3799876144098406
P100000120681,Kyoei Steel Yamaguchi Division (Yamaguchi),Kyoei Steel Ltd,Kyoei Steel Ltd [100.0%],Japan,Asia Pacific,JPN,33.976513,131.173031,54.0,575.0,1,EAF,3584087170.210148,32399021776.70953,13,33.95833333,131.20833333,3.8321381107528794
P100000120254,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,Laiwu Steel Yinshan Section Co Ltd,Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],China,Asia Pacific,CHN,36.106143,117.820108,22.15,5600.0,1,BF; BOF,1723461254.4344203,22364899706.994682,27,36.125,117.79166667,3.3050791944212876
P100000120156,Langfang Guangyuan Metalwork Co Ltd,Langfang Guangyuan Metalwork Co Ltd,RiseSun Real Estate Development Co Ltd [99.8%]; unknown [0.2%],China,Asia Pacific,CHN,39.181466,116.838667,11.0,,0,BF; BOF,1533063394.1574883,155304705012.0103,29,39.20833333,116.875,4.32766350197189
P100000120344,Lanxin Steel Group Co Ltd plant,Gaolan County Lanxin Steel Co Ltd,Gaolan County Lanxin Steel Co Ltd [100.0%],China,Asia Pacific,CHN,36.488866,103.922,25.0,1100.0,1,BF; BOF; EAF,4705947.349746395,5541392267.555784,30,36.45833333,103.95833333,4.699044692602779
P100000120181,Lengshuijiang Steel Co Ltd,Lengshuijiang Iron and Steel Co Ltd,Lengshuijiang Xingbo Enterprise Management Co Ltd [49.6%]; unknown [28.6%]; Shanghai Baoke Enterprise Development Co Ltd [15.0%]; Shanghai Zhenchang Metal Resources Group Co Ltd [5.4%]; Shanghai Zhenchang Waste and Scrap Metal Recycling Co Ltd [1.4%],China,Asia Pacific,CHN,27.690401,111.437288,68.0,3000.0,1,BF; BOF,982323572.5654914,6211984233.032597,25,27.70833333,111.45833333,2.8755832767720015
P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,Lianfeng Steel (Zhangjiagang) Co Ltd,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; unknown [4.3%]; Hengde International Co Ltd [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]",China,Asia Pacific,CHN,31.855205,120.730505,23.65,8240.0,2,BF; BOF; EAF,3289812339.6058364,175228176979.22415,19,31.875,120.70833333,3.0379269946131777
P100001063594,Lianping Huafeng Steel Co Ltd,Lianping County Huafeng Steel Co Ltd,Lianping County Huafeng Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.18435,114.728202,9.93,720.0,1,EAF,271704400.55409884,849099174.2109519,25,24.20833333,114.70833333,3.34260638001471
P100000121078,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd [100.0%],China,Asia Pacific,CHN,34.607964,119.447626,15.94,621.0,1,BF; BOF,175014771.30063456,31904257095.63041,19,34.625,119.45833333,2.1327259218901333
P100000120348,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd [100.0%],China,Asia Pacific,CHN,34.423786,119.778311,16.51,3000.0,1,BF; BOF,890142435.6329616,5141910390.156073,20,34.45833333,119.79166667,4.032010807661685
P100000120333,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd [100.0%],China,Asia Pacific,CHN,41.19138,122.877311,6.17,2300.0,1,BF; BOF,1281795295.850902,145469805968.16263,31,41.20833333,122.875,1.8950165057834907
P100000121051,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd [100.0%],China,Asia Pacific,CHN,41.225003,122.970488,17.2,500.0,1,EAF,4381066890.384275,175839242653.0292,30,41.20833333,122.95833333,2.1140896013481645
P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,36.472303,113.344155,25.68,1700.0,1,BF; BOF,231213739.23506635,5164716713.87076,27,36.45833333,113.375,3.165629582195366
P100000120225,Lingyuan Iron and Steel Co Ltd,Lingyuan Iron & Steel Co Ltd,Lingyuan Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,41.271048,119.41374,31.8,5994.0,1,BF; BOF,1351875952.0510519,5426297115.734424,30,41.29166667,119.375,3.966805524503563
P100000120330,Linyi Iron and Steel Investment Group Special Steel Co Ltd,Linyi Iron and Steel Investment Group Co Ltd,Linyi Investment Development Co Ltd [74.4%]; Gangfa International [16.7%]; Shandong Caixin Asset Operation Co Ltd [8.3%]; unknown [0.7%],China,Asia Pacific,CHN,35.15735,119.133999,6.92,2700.0,1,BF; BOF,212520272.51501238,10483126410.178162,24,35.125,119.125,3.6890542140684484
P100000120338,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,Shandong Shengyang Holding Group Co Ltd [66.0%]; Linyi Investment Development Co Ltd [25.3%]; Gangfa International [5.7%]; Shandong Caixin Asset Operation Co Ltd [2.8%]; unknown [0.2%],China,Asia Pacific,CHN,35.148443,119.068015,6.0,700.0,1,EAF,238915176.01580334,9753154820.245314,24,35.125,119.04166667,3.5405716922406407
P100000120250,Linyi Jiangxin Iron and Steel Co Ltd,Linyi Jiangxin Steel Co Ltd,Huasheng Jiangquan Group Co Ltd [100.0%],China,Asia Pacific,CHN,34.951117,118.305389,18.58,,0,BF; BOF,7972147725.823803,128106027383.46095,28,34.95833333,118.29166667,1.4858923596179117
P100001063721,Linyi Meide Gengchen Metal Materials Co Ltd,Linyi Meide Gengchen Metal Materials Co Ltd,Linyi Meide Gengchen Metal Materials Co Ltd [100.0%],China,Asia Pacific,CHN,35.188667,119.087048,8.55,500.0,1,BF; EAF,374021532.01611346,9366600636.822313,25,35.20833333,119.125,4.083391192036625
P100001064103,Linzhou Hexin Foundry Co Ltd,Linzhou Hexin Foundry Co Ltd,Linzhou Hexin Foundry Co Ltd [100.0%],China,Asia Pacific,CHN,36.112742,113.861135,20.47,240.0,1,BF; IF,1250100343.4634068,11509731857.480474,29,36.125,113.875,1.8463089929920378
P100000120399,Lishui Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd [100.0%],China,Asia Pacific,CHN,28.090098,119.519509,23.39,1200.0,1,EAF,468805622.32278705,978294970.4345801,27,28.125,119.54166667,4.4479937534110805
P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,Liuzhou IRON&STEEL Co Ltd,Liuzhou IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,CHN,24.385304,109.37963,26.0,9458.0,1,BF; BOF,21236255107.045433,104398367841.42648,24,24.375,109.375,1.2379992120319496
P100000120382,Liyang Baorun Steel Co Ltd,Liyang Baorun Steel Co Ltd,Jiangsu Delong Nickel Industry Co Ltd [100.0%],China,Asia Pacific,CHN,31.471123,119.485941,2.58,2760.0,1,EAF,5294448729.56292,24809379172.701572,26,31.45833333,119.45833333,2.9797321596751853
P100000120522,Lloyds Metals and Energy Ltd Ghugus steel plant,Lloyds Metals and Energy Ltd,Lloyds Metals and Energy Ltd [100.0%],India,Asia Pacific,IND,19.929837,79.119344,31.0,0.0,1,DRI; BF; EAF; Steel other/unspecified; IF,248656224.30699146,3013580245.04738,24,19.95833333,79.125,3.22333238422469
P100000121179,Lloyds Metals and Energy Ltd Konsari steel plant,Lloyds Metals and Energy Ltd,Lloyds Metals and Energy Ltd [100.0%],India,Asia Pacific,IND,19.770409,79.813599,3.0,0.0,1,DRI; BF; BOF,1199591.592945764,104794019.57050422,24,19.79166667,79.79166667,3.294495347891246
P100001063267,Longchuan Hanghui Steel Co Ltd,Longchuan Hanghui Steel Co Ltd,Longchuan Hanghui Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.113189,115.215068,22.39,930.0,1,EAF,1069393003.8951043,3198437989.6937556,24,24.125,115.20833333,1.480531862517624
P100000120412,Longnan Fuxin Iron and Steel Co Ltd,Longnan Fuxin Steel Co Ltd,Longnan Fuxin Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.912904,114.844503,20.91,1500.0,1,EAF,85055828.36295038,2043486888.1904333,26,24.875,114.875,5.217859324626214
P100000120383,Luoyang Luogang Group of Steel and Iron Co Ltd,Luoyang Luogang Group of Steel and Iron Co Ltd,Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],China,Asia Pacific,CHN,34.798477,112.580505,19.0,,0,EAF,898607349.1565193,105116210861.16835,26,34.79166667,112.54166667,3.6264020076764405
P100000120335,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],China,Asia Pacific,CHN,28.851779,105.70509,6.12,2000.0,1,EAF,20271489.796361625,14827483803.874836,26,28.875,105.70833333,2.601306258303813
P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],China,Asia Pacific,CHN,37.47311,112.06093,41.0,1400.0,1,BF; BOF,1570081181.240564,11016961277.147089,29,37.45833333,112.04166667,2.3643616514900985
P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,Maanshan Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,31.698884,118.468194,73.0,17340.0,2,BF; BOF; EAF,14161932205.740225,67473115662.355225,28,31.70833333,118.45833333,1.4050641546293896
P100000120559,Mesco Steel Kalinganagar plant,Mesco Kalinga Steel Ltd,Mesco Kalinga Steel Ltd [100.0%],India,Asia Pacific,IND,20.976277,86.044419,21.0,1200.0,1,BF; BOF,864289310.3874147,7210393202.478255,23,20.95833333,86.04166667,2.0156102003646748
P100001046616,Mintal Group DRI plant,Mintal Group Co Ltd,Beijing Dow Investment Holding Co Ltd [81.3%]; Minmetals Development Co Ltd [15.7%]; unknown [3.0%],China,Asia Pacific,CHN,41.7915,109.865367,,,0,DRI,38453234.3149022,168370018.92432028,31,41.79166667,109.875,0.7988306880751632
P100000120339,Minyuan Iron and Steel Group Co Ltd,Minyuan Iron and Steel Group Co Ltd,natural person(s) [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],China,Asia Pacific,CHN,34.013369,116.422599,23.0,2700.0,1,BF; BOF,258770067.85181326,11259126508.714981,28,34.04166667,116.45833333,4.554705789968445
P100000121239,Mono Steel Gandhidham plant,Mono Steel (India) Ltd,Mono Steel (India) Ltd [100.0%],India,Asia Pacific,IND,23.312265,70.201953,36.0,770.0,1,BF; DRI; IF,31833855.18768871,1965650537.2451715,24,23.29166667,70.20833333,2.3813139151777554
P100000120567,MSP Steel & Power Raigarh plant,MSP Steel & Power Ltd,MSP Steel & Power Ltd [100.0%],India,Asia Pacific,IND,21.87673,83.554495,24.0,385.0,1,DRI; IF; BF,122199505.11316605,2274197610.781958,24,21.875,83.54166667,1.3376379901298396
P100001062087,Mukand Sumi Special Steel Hospet steel plant,Mukand Sumi Special Steel Ltd,Jamnalal Sons Pvt Ltd [51.0%]; Sumitomo Corp [49.0%],India,Asia Pacific,IND,15.328976,76.258613,4.55,450.0,1,BF; Steel other/unspecified,208281204.80950305,2855801307.390391,24,15.29166667,76.29166667,5.4569014064038655
P100001025672,N R Ispat and Power Raigarh steel plant,NR Ispat and Power Pvt Ltd,NR Ispat and Power Pvt Ltd [100.0%],India,Asia Pacific,IND,22.013086,83.330372,18.0,297.0,1,DRI; IF,155299189.2988411,3861128082.648712,24,22.04166667,83.29166667,5.100729168502888
P100000120678,Nakayama Steel Products Osaka plant,Nakayama Steel Products Co Ltd,Godo Steel Ltd; Kyoei Steel Ltd; MM Construction Materials Co Ltd,Japan,Asia Pacific,JPN,34.699762,135.430119,75.81,600.0,1,EAF,324278211589.9782,3054389419876.448,21,34.70833333,135.45833333,2.7496471606040997
P100000120679,Nakayama Steel Works Osaka,Nakayama Steel Works Ltd,Nakayama Steel Works Ltd [100.0%],Japan,Asia Pacific,JPN,34.628162,135.459688,97.0,600.0,1,EAF,254812052510.10464,3288732618370.058,24,34.625,135.45833333,0.372807890532085
P100000120190,Nanjing Iron and Steel Co Ltd,Nanjing Iron & Steel Co Ltd,Nanjing Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,32.200797,118.746315,68.0,10000.0,1,BF; BOF,11508667093.45597,555278339183.4592,26,32.20833333,118.70833333,3.670551516746054
P100000120165,Nanyang Hanye Special Steel Co Ltd,Nanyang Hanye SPECIAL STREET Co Ltd,Henan Longcheng Group Co Ltd [100.0%],China,Asia Pacific,CHN,33.269324,111.534635,23.0,3000.0,1,BF; BOF,313551485.3556643,2467774146.9469643,27,33.29166667,111.54166667,2.5689454631918247
P100000120540,Neelachal Ispat Nigam steel plant,Neelachal Ispat Nigam Ltd,Tata Steel Long Products Ltd [92.7%]; Tata Steel Ltd [5.2%]; small shareholder(s) [2.1%],India,Asia Pacific,IND,20.998641,86.019102,44.0,1100.0,1,BF; BOF,864289310.3874147,7084370398.155405,26,20.95833333,86.04166667,5.057371416252736
P100000121165,Nilachal Iron & Power Gamharia steel plant,Nilachal Iron & Power Ltd,Nilachal Iron & Power Ltd [100.0%],India,Asia Pacific,IND,22.874863,86.063646,24.0,99.0,1,DRI; IF,631216996.6196955,14655088141.728556,24,22.875,86.04166667,2.251838424499295
P100000120400,Ningbo Haoyang New Materials Techonology Co Ltd,Ningbo Haoyang New MATERIALS Techonology Co Ltd,Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],China,Asia Pacific,CHN,30.267113,121.052503,6.39,500.0,1,EAF,4420088191.603954,107505435767.9408,13,30.20833333,121.04166667,6.618392626100958
P100000120305,Ningbo Iron and Steel Co Ltd,Ningbo Iron & Steel Co Ltd,Hang Zhou Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,29.918776,121.876423,23.1,3999.0,1,BF; BOF,7787131930.195617,106590839861.33577,15,29.875,121.875,4.869608267489913
P100000121148,Ningxia Boyu Hongxing Special Steel Group Co,Ningxia Boyu Hongxing Special Steel Group Co Ltd,Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.273832,106.75146,19.14,,0,BF; BOF,1044069289.8932406,7539457044.554833,28,39.29166667,106.79166667,3.988486691198641
P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],China,Asia Pacific,CHN,37.503054,105.078348,68.0,1800.0,1,BF; BOF,21396075.606333133,5611743146.297189,28,37.54166667,105.04166667,5.375812378292179
P100000121052,Ningxia Jianlong Special Steel Co Ltd,Ningxia Jianlong Special Steel Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,CHN,39.215452,106.688294,13.84,3500.0,1,BF; BOF,698923464.9402945,4869267356.41133,29,39.20833333,106.70833333,1.8993053491354017
P100000120411,Ningxia Xinghua Iron and Steel Co Ltd,Ningxia Xinghua Iron and Steel Co Ltd,Fujian Longgang New Materials Co Ltd [100.0%],China,Asia Pacific,CHN,39.309571,106.79093,4.22,1500.0,1,BF; BOF,1044069289.8932406,7853591900.804574,29,39.29166667,106.79166667,1.99188226493242
P100000120664,Nippon East Japan Works (Kashima) steel plant,Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,35.93437,140.681019,58.0,5918.0,2,BF; BOF,6732393394.412976,32109871067.954506,15,35.95833333,140.625,5.703523364389603
P100000120659,Nippon East Japan Works (Kimitsu) steel plant,Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,35.360912,139.881953,61.0,10001.0,1,BF; BOF,10846190015.003323,326623113368.46967,16,35.375,139.95833333,7.100679769675499
P100000120666,"Nippon Kansai Works (Wakayama Area, Wakayama) steel plant",Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,34.233519,135.135443,84.0,3043.0,1,BF; BOF; EAF,5029055868.275665,86660423834.5492,12,34.29166667,135.125,6.536570381446562
P100000120662,"Nippon Kyushu Works (Oita Area, Oita) steel plant",Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,33.260829,131.645527,54.72,9999.0,1,BF; BOF,13959786614.751396,41162147138.72869,18,33.20833333,131.625,6.141539089771383
P100000120665,"Nippon Kyushu Works (Yawata Area, Kokura) steel plant",Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,33.89771,130.882435,69.0,,0,BF; BOF,31274995993.219223,203628198084.7401,13,33.875,130.875,2.616841667617622
P100000120663,"Nippon Kyushu Works (Yawata Area, Tobata) steel plant",Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,33.911803,130.838014,125.0,3726.0,2,BF; EAF; BOF,31274995993.219223,204364064151.50378,14,33.875,130.875,5.329278723336085
P100000120661,Nippon Nagoya steel plant,Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,35.027575,136.870552,65.0,6000.0,1,BF; BOF,11644793117.559832,1460925597281.7454,23,35.04166667,136.79166667,7.351219469405544
P100000120667,Nippon Sanyo Special Steel,Sanyo Special Steel Co Ltd,Nippon Steel Corp [53.1%]; Mitsubishi UFJ Financial Group Inc [3.2%]; Nippon Life Insurance Co [2.3%]; Sumitomo Mitsui Trust Holdings Inc [2.0%]; Mizuho Financial Group Inc [1.6%]; Resona Bank Ltd [1.0%]; Meiji Yasuda Life Insurance Co [0.7%]; Norinchukin Bank [0.7%]; small shareholder(s) [0.6%]; The Dai-ichi Life Insurance Co Ltd [0.5%]; Asahi Mutual Life Insurance Co [0.3%],Japan,Asia Pacific,JPN,34.788074,134.672046,91.0,1596.0,1,EAF,12333371034.581137,143476292065.90747,17,34.79166667,134.70833333,3.3377149127307586
P100000120658,Nippon Setouchi Works (Hirohata Area) steel plant,Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,34.786879,134.625301,87.0,3536.0,2,DRI; EAF; BOF,11107163158.787853,145268428911.18713,20,34.79166667,134.625,0.5330744904021539
P100000120657,Nippon Setouchi Works (Kure Area) steel plant,Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,34.221172,132.540104,72.74,,0,BF; BOF,4301561627.949038,64839545346.19804,11,34.29166667,132.54166667,7.839976047816796
P100001041253,Nippon Stainless Steel Yamaguchi Works (Hikari Area) steel plant,Nippon Steel Stainless Steel Corp,Nippon Steel Stainless Steel Corp [100.0%],Japan,Asia Pacific,JPN,33.964661,131.935403,71.0,500.0,1,EAF,1396602110.0413387,10412012600.244646,14,33.95833333,131.95833333,2.2287639163122317
P100001041252,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,Nippon Steel Stainless Steel Corp,Nippon Steel Stainless Steel Corp [100.0%],Japan,Asia Pacific,JPN,34.059009,131.777221,68.0,866.0,1,EAF,1341839583.5437067,15748599333.946754,18,34.04166667,131.79166667,2.3430547872816523
P100000120548,NMDC Karnataka steel plant,NMDC Steel Ltd,NMDC Steel Ltd [100.0%],India,Asia Pacific,IND,15.186288,76.916591,,,0,BOF,264490082.3818576,4010884320.256967,24,15.20833333,76.875,5.091880254583452
P100000120523,NMDC Nagarnar steel plant,NMDC Steel Ltd,NMDC Steel Ltd [100.0%],India,Asia Pacific,IND,19.0931901,82.17,2.47,3000.0,1,BF; BOF,67937733.07878391,692304267.2293067,24,19.125,82.20833333,5.360287903277926
P100000120660,North Nippon Muroran Works steel plant,Nippon Steel Corp,Nippon Steel Corp [100.0%],Japan,Asia Pacific,JPN,42.341873,140.997803,117.0,2200.0,1,BF; BOF; EAF,4188050831.7558002,9706474605.780493,11,42.375,140.95833333,4.907782316255726
P100000121188,Orissa Alloy Steel Kharagpur Plant,Orissa Metaliks Pvt Ltd,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],India,Asia Pacific,IND,22.364258,87.309047,5.0,550.0,1,DRI; IF; BF,2985882028.961829,14646256806.974564,24,22.375,87.29166667,2.1495863083002837
P100000121187,Orissa Metaliks Kharagpur steel plant,Orissa Metaliks Pvt Ltd,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],India,Asia Pacific,IND,22.378355,87.281773,9.0,900.0,1,BF; DRI; IF,2985882028.961829,14130627212.363277,24,22.375,87.29166667,1.0835360285583735
P100000120566,Orissa Metaliks Markuta steel plant,Orissa Metaliks Pvt Ltd,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],India,Asia Pacific,IND,21.856747,83.966244,18.0,600.0,1,BF; DRI; IF; BOF,645075019.3542067,6165375988.79352,23,21.875,83.95833333,2.1876640833698344
P100000120563,Orissa Sponge Iron and Steel plant,Orissa Sponge Iron and Steel Ltd,Orissa Sponge Iron and Steel Ltd [100.0%],India,Asia Pacific,IND,21.801994,85.56751,31.0,101.0,1,DRI; IF,55597769.29395994,1302955103.9932196,25,21.79166667,85.54166667,2.904825834903792
P100000121189,Orissa Steel and Power Jhargram steel plant,Orissa Steel & Power Pvt Ltd,Rashmi Cement Ltd [100.0%],India,Asia Pacific,IND,22.3591,87.017184,,,0,DRI; EAF; IF,47335285.52206003,1748525921.9877195,24,22.375,87.04166667,3.0763321441761238
P100000120677,Osaka Steel Sakai Works,Osaka Steel Co Ltd,Osaka Steel Co Ltd [100.0%],Japan,Asia Pacific,JPN,34.59822,135.45439,76.0,4650.0,1,EAF,254812052510.10464,2963446320044.215,21,34.625,135.45833333,2.9995917526600784
P100000121080,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,Ansteel Group Co Ltd [100.0%],China,Asia Pacific,CHN,31.763517,104.761441,36.76,669.0,1,EAF,2578998262.3683743,9075142613.047802,27,31.79166667,104.79166667,4.238016075088263
P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,Ansteel Group Co Ltd [100.0%],China,Asia Pacific,CHN,26.565265,101.673737,61.0,5900.0,1,BF; BOF,9319315191.657978,21065171303.13643,26,26.54166667,101.70833333,4.327474202793389
P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,Ansteel Group Co Ltd [100.0%],China,Asia Pacific,CHN,27.74799,102.20517,14.66,3900.0,1,BF; BOF,146825967.31663737,13271250192.453789,28,27.70833333,102.20833333,4.420604938742776
P100000120387,Panshi Jianlong Iron and Steel Co Ltd,Jilinheng Precision Casting Technology Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,CHN,43.196537,126.00063,15.96,1100.0,1,BF; BOF,10768816.011382872,183657169.55888024,31,43.20833333,126.04166667,3.5754984407323525
P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,Anyuan Iron & Steel Co Ltd,Beijing Fangda International Industrial Investment Group Co Ltd [60.9%]; unknown [21.5%]; Jiangxi Pxsteel Industrial Co Ltd [10.3%]; Gongqingcheng Huaershun Investment Center LP [7.3%],China,Asia Pacific,CHN,27.64555,113.902126,72.0,2650.0,1,BF; BOF,7940031421.185044,13162070817.857666,26,27.625,113.875,3.515965689502788
